,0,1,2
0,-85.29331771530319,-1125.344286132274,39.804830357739
1,-308.9004630632383,529.9592237855828,473.14618253040504
2,-350.3370006562989,-717.6454470684508,-701.2895240613863
3,-840.9183990463431,205.68800328446483,-134.10890343399282
4,-292.3907798832783,300.3227886224402,558.836320702642
5,935.988516993523,-66.91989056260167,147.52234033664436
6,-959.8246924707945,581.0228059555358,89.90899084307037
7,52.31704156640875,741.4687690104636,433.91935985976716
8,-32.86110260885108,-658.1976786535314,136.03468840356095
9,116.34570633629234,338.6813076641321,371.8338322133067
10,-44.069025170770104,-9.532350119604036,772.6805558584088
11,-101.10727293887547,738.2192070964122,-429.4180999924387
12,-25.169120783939395,-496.4756225091239,-750.9185715975806
13,-288.96731981265947,406.518481007595,300.83236068460366
14,330.7497452755012,288.63102378491766,774.9141419458853
15,645.4238581599769,-132.79018591774604,114.83664684076894
16,-151.54204130789526,9.258073788537363,350.5970855005063
17,-66.61788302264276,53.26886116896758,263.7563992598453
18,-271.9789999990067,-683.2023924573202,-802.0244366202037
19,-958.84894378972,441.7441043920525,-34.2892385866012
20,1332.6200715733814,127.52366134319864,1038.5806452376917
21,141.08594860753433,-959.3770521680203,-249.64021553660507
22,761.2155989628333,-968.5271737810713,-592.6964318425909
23,-622.6499847932255,-459.97943881823267,-306.08578155837733
24,348.6403977184384,148.74327659222106,325.62950283371845
25,-785.8806989976133,129.44884321912562,-149.90797710459532
26,776.6693575031139,708.1455658138623,-270.1542213521676
27,-561.2871114220532,-289.38794973106405,-38.55858675104121
28,-861.7926907266643,518.1713716900072,100.68359263138952
29,-21.777453796681836,-278.2219002625795,574.635942072992
30,-269.12461126859154,-135.11140079860462,695.0767086890439
31,-210.35739022376185,358.0161595574728,-516.6550920426204
32,37.40697464758624,215.3879623511094,568.9092743376506
33,-543.3414639982468,-41.09860045915986,-100.15777592549713
34,-707.9181256159501,345.07311150511407,17.649415349817986
35,-874.563147296006,460.7605649268784,209.361435232569
36,1034.2276274981384,-33.783033132883276,416.91080005208573
37,-696.4677346201178,563.0236898305833,60.249450911029356
38,-223.28260395481922,-259.612733191365,153.95754195878789
39,-39.56100243407958,76.35544243934972,-57.790339796710924
40,11.635414227779085,-202.484109014174,-625.2197198990164
41,-506.19150342007663,-665.3551221497507,-5.272285614267521
42,383.923469757586,-42.68066744480608,-66.98319352345409
43,378.79970502007694,22.54752329457729,-243.72881957252665
44,523.436318695215,260.1669142167918,1061.466150162954
45,62.6807537883716,-444.68093440641616,-617.4733065209191
46,188.09933169800655,817.0830341981618,-1111.2380654911904
47,-561.3403439724543,37.007848684755324,-421.16849309347646
48,351.0378598774742,845.1271183864609,-109.76676566557876
49,688.1345168426657,-322.87977115197407,766.8780357776823
50,332.30631591546967,-150.9636318956507,-473.00674260911836
51,-525.0589250068639,-689.2285390782727,350.76657680410125
52,850.2382971979246,-372.6131172950818,-324.876930106178
53,-221.41217819060304,297.2802848140903,-711.1779478180762
54,-158.95864706757254,-257.1192748844772,-474.6307855246293
