class0,0,1,16,35,386,49,1,318,30,447,
class1,37,3,45,605,1,303,5,0,187,13,
class2,4,3,4,8,274,38,0,595,30,416,
class3,6,2,728,41,1,1,2,6,10,2,
class4,37,1,20,209,5,283,8,1,539,11,
class5,67,1,18,22,18,62,633,1,12,1,
class6,0,700,63,50,24,12,18,49,42,27,
class7,772,0,11,8,0,13,7,1,6,1,
class8,4,415,57,12,69,169,24,67,104,25,
class9,33,0,32,0,181,11,281,20,19,71,
