,, precision    recall  f1-score   support
,  0.0, 0.97,0.98,0.98,1009
,  1.0, 0.99,0.97,0.98,1150
,  2.0, 0.95,0.94,0.94, 963
,  3.0, 0.93,0.91,0.92,1021
,  4.0, 0.95,0.95,0.95, 960
,  5.0, 0.93,0.94,0.93, 917
,  6.0, 0.98,0.97,0.97, 974
,  7.0, 0.93,0.93,0.93,1047
,  8.0, 0.90,0.92,0.91, 965
,  9.0, 0.90,0.92,0.91, 994
