,, precision    recall  f1-score   support

,  0.0, 0.97,0.98,0.98,1009
,  1.0, 0.98,0.98,0.98,1150
,  2.0, 0.96,0.95,0.96, 963
,  3.0, 0.94,0.92,0.93,1021
,  4.0, 0.95,0.96,0.95, 960
,  5.0, 0.95,0.95,0.95, 917
,  6.0, 0.99,0.97,0.98, 974
,  7.0, 0.94,0.94,0.94,1047
,  8.0, 0.91,0.93,0.92, 965
,  9.0, 0.91,0.92,0.91, 994

avg / total, 0.95,0.95,0.95     10000
